,Dataset,Category,HeadLines
1595,voa dataset,politics,ذہنی مرض کے شکار مجرم کی سزائے موت پر عمل درآمد ملتوی
1596,voa dataset,politics,رائے عامہ کے جائزوں میں کلنٹن اور ٹرمپ میں سخت مقابلہ متوقع
1597,voa dataset,politics,رحیم یار خان  خودکش بم دھماکے میں دو افراد زخمی
1598,voa dataset,politics,رحیم یار خان بسوں میں تصادم سے 27 افراد ہلاک
1599,voa dataset,politics,روانڈا موسیماتی تبدیلی، شریک وفود اجلاس کے نتائج سے پُرامید
1600,voa dataset,politics,رواں سال امدادی کاموں کے لیے تین ارب ڈالر سے زائد درکار یونیسف
1601,voa dataset,politics,روس شام میں 48 گھنٹوں کی جنگ بندی پر آمادہ
1602,voa dataset,politics,روس شام میں جنگ روکنے کے سجیدہ اقدامات کرے
1603,voa dataset,politics,روس نے امریکہ سے جوہری مواد کی تلفی کا معاہدہ معطل کردیا
1604,voa dataset,politics,روس نے کروز میزائل نصب کیے ہیں اہل کار
1605,voa dataset,politics,روس پر مزید سخت پابندیاں عائد کی جائیں گی امریکی سینیٹرز
1606,voa dataset,politics,روس کی شام اور ایران سے مشاورت
1607,voa dataset,politics,روس کے فیصلے پر ٹرمپ کی طرف سے پوٹن کی تعریف
1608,voa dataset,politics,روس، چین، پاکستان سہ فریقی اجلاس اہم ہوگا مبصرین
1609,voa dataset,politics,روسی صدر نے پیرس کا دورہ منسوخ کر دیا
1610,voa dataset,politics,روسی فوجی طیارے کا ’ڈیٹا ریکارڈر‘ مل گیا
1611,voa dataset,politics,روہنگیا مسلمانوں کو بنگلہ دیش میں مشکلات، وطن واپس جانے لگے
1612,voa dataset,politics,ریپبلکنز کی  حمایت  کم ہونے کے  باوجود ٹرمپ  پر عزم
1613,voa dataset,politics,زرداری اور بلاول کا انتخاب لڑ کر موجودہ اسمبلی کا رکن بننے کا اعلان
1614,voa dataset,politics,زلزلےسے محفوظ گھر، کنڑول لائن پر غیر محفوظ
1615,voa dataset,politics,زہریلی شراب پینے سے 26 ہلاک
1616,voa dataset,politics,زیادہ تر امریکی مسلمان صدارتی انتخاب میں ووٹ ڈالیں گے سروے
1617,voa dataset,politics,سابق امریکی جنرل کا خفیہ معلومات افشا کرنے کا اعتراف
1618,voa dataset,politics,سابق جنرل جیمز میٹس امریکی وزیر دفاع نامزد
1619,voa dataset,politics,سامیعہ شاہد کے مقدمہ قتل کی عدالتی کارروائی شروع
1620,voa dataset,politics,سان فرانسسکو  اسکولوں کے باہر فائرنگ سے چار طلبا زخمی
1621,voa dataset,politics,سانحہٴ کارساز کو ایک سال مکمل، ریلی نے پارٹی میں نئی روح پھونک دی  
1622,voa dataset,politics,سانحہٴ کارساز کو نو سال مکمل، ریلی نے پارٹی میں نئی روح پھونک دی  
1623,voa dataset,politics,سرتاج عزیز کی افغان صدر سے ملاقات
1624,voa dataset,politics,سرحدوں پر نگرانی چوکس کر دی گئی راحیل شریف
1625,voa dataset,politics,سرل المائڈا کا نام ’ای سی ایل‘ سے نکال دیا گیا
1626,voa dataset,politics,سرچ آپریشن جاری، روس میں یوم سوگ
1627,voa dataset,politics,سری نگر میں لڑکے کی ہلاکت کے بعد مظاہرے اور کرفیو
1628,voa dataset,politics,سری نگر نماز جمعہ کے اجتماع کے بعد مظاہرے اور جھڑپیں 
1629,voa dataset,politics,سعودی عرب سرکاری شعبوں میں مراعات میں کٹوتی کا فیصلہ
1630,voa dataset,politics,سعودی عرب یمن سے زخمیوں کو نکالنے میں سہولت دے گا
1631,voa dataset,politics,سفری پابندی کے حکم نامے کی معطلی پر عدالت سے رجوع
1632,voa dataset,politics,سفید فام قوم پرست سماجی میڈیا کو زیادہ استعمال کرتے ہیں رپورٹ 
1633,voa dataset,politics,سلامتی کے خدشات، دو بازیاب بلاگرز 'بیرون ملک' چلے گئے
1634,voa dataset,politics,سندھ میں ہتھیاروں پر کنٹرول کا قانون
1635,voa dataset,politics,سوچی آئندہ ہفتے امریکہ کا دورہ کریں گی
1636,voa dataset,politics,سپریم کورٹ  کے ایک جج کی آسیہ بی بی کی اپیل سننے سے معذرت
1637,voa dataset,politics,سپریم کورٹ آسیہ بی بی کی درخواست کی سماعت کرے گی
1638,voa dataset,politics,سپریم کورٹ سے گردے کی پیوند کاری کی اجازت دینے کی درخواست
1639,voa dataset,politics,سپریم کورٹ کی اجازت کے بعد ڈی ٹی ایچ لائسنسوں کی نیلامی
1640,voa dataset,politics,سہ فریقی بات چیت آئندہ افغانستان کو مدعو کرنے کا اعلان 
1641,voa dataset,politics,سہ ملکی اجلاس کی دعوت نہ ملنے پر افغان حکومت ناراض
1642,voa dataset,politics,سیاسی تناؤ کا حد میں رہنا ضروری ہے مبصر کی رائے
1643,voa dataset,politics,سیاسی منظر نامے میں ایک بار پھر ہلچل
1644,voa dataset,politics,سیاہ فام شخص سے مہلک تکرار کی وڈیوز جاری
1645,voa dataset,politics,سینٹ کی کمیٹی خواجہ سراؤں کے مسائل سنے گی
1646,voa dataset,politics,شام  اسکول پر فضائی حملہ ’جنگی جرم‘ ہو سکتا ہے، عالمی ادارہ 
1647,voa dataset,politics,شام امریکہ نے روس سے مذاکرات معطل کر دیے
1648,voa dataset,politics,شام بین الاقوامی گروپ کا اجلاس، جنگ بندی برقرار رکھنے پر غور
1649,voa dataset,politics,شام جنگ بندی، امریکہ روس کسی سمجھوتے پر نہیں پہنچ پائے
1650,voa dataset,politics,شام حلب پر رات بھر بم باری، متعدد ہلاک و زخمی
1651,voa dataset,politics,شام زور پکڑتے تنازع پر بڑھتی تشویش، جنگ بندی کا امکان کم  
1652,voa dataset,politics,شام سے ملحقہ سرحد سے داعش کا ’صفایا کر دیا‘ ترکی
1653,voa dataset,politics,شام شادی کی تقریب میں خودکش دھماکا، 14 ہلاک
1654,voa dataset,politics,شام فضائی حملے میں القاعدہ کا سینئر رہنما ہلاک
1655,voa dataset,politics,شام فضائی کارروائی میں القاعدہ کے رہنما کو نشانہ بنایا گیا
1656,voa dataset,politics,شام متعدد دھماکوں میں درجنوں ہلاک، داعش نے ذمہ داری قبول کرلی
1657,voa dataset,politics,شام میں باغی گروپس کے درمیان لڑائیاں
1658,voa dataset,politics,شام میں ترک مداخلت، واپسی کی حکمت عملی پر اٹھنے والے سوال
1659,voa dataset,politics,شام میں جنگ بندی موثر، بعض مقامات پر جھڑپیں
1660,voa dataset,politics,شام میں روسی ’جنگی جرائم‘ کی چھان بین کا مطالبہ
1661,voa dataset,politics,شام میں غیر معینہ مدت تک روسی فضائیہ کی تعیناتی کی توثیق
1662,voa dataset,politics,شام نے حلب پر قبضے کے لیے دباؤ بڑھا دیا
1663,voa dataset,politics,شام کا اسرائیلی فوجی طیارہ گرانے کا دعوی، اسرائیل کا انکار
1664,voa dataset,politics,شام کا باغیوں کی موجودگی میں فائر بندی سے انکار 
1665,voa dataset,politics,شام کا مبینہ فضائی حملہ، تین ترک فوجی ہلاک
1666,voa dataset,politics,شام کی سرحد پر 'داعش' کا خودکش حملہ، 20 ہلاک
1667,voa dataset,politics,شام کی صورتحال پر اہم سفارتی اجلاس
1668,voa dataset,politics,شام کے بحران پر امریکہ اور روس بات چیت کریں گے
1669,voa dataset,politics,شام کے صدر کی حمایت پر کیری کی روس پر نکتہ چینی
1670,voa dataset,politics,شامی باغیوں کو اسلحے کی فراہمی، روس نے ’’مخاصمانہ عمل‘‘ قرار دے دیا
1671,voa dataset,politics,شامی فورسز پر اتحادی فضائیہ کی بمباری انسانی غلطی تھی 
1672,voa dataset,politics,شامی فورسز کی حلب میں پیش قدمی، لڑائی میں شدت
1673,voa dataset,politics,شب بیدار امریکی معیشت کو 411 ارب ڈالر کا نقصان پہنچاتے ہیں
1674,voa dataset,politics,شربت گلہ کو 15 دن قید اور جرمانے کی سزا
1675,voa dataset,politics,شربت گلہ کی درخواست ضمانت عدالت میں جمع
1676,voa dataset,politics,شریف خاندان نے لندن فلیٹس 2006ء میں خریدے وکیل
1677,voa dataset,politics,شریف خاندان کی شوگر ملوں کی منتقلی کا نوٹیفیکشن منسوخ 
1678,voa dataset,politics,شعبہ تعلیم کے اہداف کے حصول میں پاکستان دہائیاں پیچھے ہے رپورٹ
1679,voa dataset,politics,شمال مغربی پاکستان میں بم دھماکے میں دو اہلکار مارے گئے
1680,voa dataset,politics,شمالی عراق  میں خودکش دھماکے،  32 افراد ہلاک 
1681,voa dataset,politics,شمالی وزیرستان سے نقل مکانی کرنے والے اکثر قبائلی 'نالاں'
1682,voa dataset,politics,شمالی پیرس سے پناہ گزینوں کی بے دخلی 
1683,voa dataset,politics,شمالی کوریا نے بیلسٹک میزائل فائر کیے جنوبی کوریا
1684,voa dataset,politics,شمالی کوریا پر نئی پابندیوں کے لیے رائے شماری کی تیاری
1685,voa dataset,politics,شمالی کوریا کا  راکٹ انجن کا 'کامیاب تجربہ'
1686,voa dataset,politics,شمالی کوریا کا میزائل تجربہ 'ناقابل برداشت' ہے ایبے
1687,voa dataset,politics,شمالی کوریا کو جوہری پروگرام ترک کرنے پر آمادہ کرنا ایک 'ناکام کوشش'
1688,voa dataset,politics,شمالی کوریا کو مثبت اقدام اٹھانے ہوں گے نکی ہیلی
1689,voa dataset,politics,شمالی کوریا کی ایک اور میزائل  داغنے کی کوشش بھی 'ناکام'
1690,voa dataset,politics,شمالی کوریا کی جوہری صلاحیت بڑھ رہی ہے امریکی عہدیدار
1691,voa dataset,politics,شمعون پیریز ’’بیسویں صدی کی عظیم شخصیت‘‘ اوباما
1692,voa dataset,politics,شِنزو آبے منگل کو صدر اوباما کے ہمراہ ’پرل ہاربر‘ کا دورہ کریں گے
1693,voa dataset,politics,شکاگو کرسمس تعطیلات میں فائرنگ کے مختلف واقعات، 12 ہلاک
1694,voa dataset,politics,صحافی سے شواہد کی تصدیق کا حق رکھتے ہیں
1695,voa dataset,politics,صحافی کا نام ایگزٹ کنٹرول لسٹ سے ہٹانے کا مطالبہ
1696,voa dataset,politics,صحت عامہ کی دیکھ بھال قانون کا تحفظ، اوباما، ڈیموکریٹس کی کوششیں
1697,voa dataset,politics,صدارتی انتخاب کی مہم میں تیزی
1698,voa dataset,politics,صدارتی انتخابات میں نو ہفتے باقی؛ ٹرمپ، کلنٹن زور پکڑتا مقابلہ 
1699,voa dataset,politics,صدارتی انتخابات، کلنٹن کو کلیدی ریاستوں میں سبقت حاصل
1700,voa dataset,politics,صدارتی مباحثوں کی ابتدا 1960 میں ہوئی
1701,voa dataset,politics,صدارتی مہم میں خواتین سے متعلق بیانات 'تکلیف دہ'
1702,voa dataset,politics,صدر أوباما کا 2030 تک انسان کو مريخ پر اتارنے کا عزم
1703,voa dataset,politics,صدر اوباما سے متعلق غیر مہذب بیان پر افسوس ہے ڈوٹرٹے
1704,voa dataset,politics,صدر اوباما کا ہوائی میں فوجی اڈے کا دورہ
1705,voa dataset,politics,صدر اوباما کی روسی ہم منصب سے ملاقات
1706,voa dataset,politics,صدر زی جن پنگ ، کمیونسٹ پارٹی کے مرکزی قائد بن گئے
1707,voa dataset,politics,صدر کے طور پر ’ٹرمپ کی کامیابی،امریکہ کی کامیابی ہو گی‘ اوباما  
1708,voa dataset,politics,صوبہ ٴہیلمند کے مرکز میں طالبان کا حملہ، شدید جھڑپیں
1709,voa dataset,politics,صومالیہ جھڑپیں، کم از کم 15 افراد ہلاک، 20 زخمی
1710,voa dataset,politics,صومالیہ سرکاری چوکی پر حملے میں چھ ہلاک
1711,voa dataset,politics,صومالیہ میں داعش ایک بڑے قصبے پر قابض ہوگئی
1712,voa dataset,politics,صومالیہ میں کار بم حملے میں 20 افراد ہلاک، حملہ آور گرفتار
1713,voa dataset,politics,طاقت کا مظاہرہ، شام میں روسی بحریہ تعینات
1714,voa dataset,politics,طالبان کے پاکستان، ایران اور روس سے رابطے ہیں
1715,voa dataset,politics,طوفان میتھیو سے ہیٹی میں لگ بھگ 900 ہلاکتیں
1716,voa dataset,politics,طیارے میں کوئی خرابی نہیں تھی، چیئرمین پی آئی اے
1717,voa dataset,politics,طیارے کا بلیک باکس مل گیا، 42 لاشیں نکال لی گئیں
1718,voa dataset,politics,عالمگیر حقوق کے لیے کام کرنے کی ضرورت ہے
1719,voa dataset,politics,عالمی برادری کا پناہ گزینوں سے متعلق ذمہ داریاں بانٹنے پر اتفاق
1720,voa dataset,politics,عالمی برادری کشمیر کی صورتحال کا نوٹس لے جنرل راحیل
1721,voa dataset,politics,عالمی مارکیٹ میں پاکستانی بانڈز کی فروخت
1722,voa dataset,politics,عراق بغداد سے خاتون صحافی اغوا
1723,voa dataset,politics,عراق خودکش بم دھماکوں میں 26 ہلاک
1724,voa dataset,politics,عراق دو بم دھماکوں میں کم از کم 25 ہلاک
1725,voa dataset,politics,عراق میں بم دھماکہ، 70 سے زیادہ افراد ہلاک
1726,voa dataset,politics,عراق میں فورسز اور داعش کے درمیان لڑائی جاری
1727,voa dataset,politics,عراق کار بم دھماکے میں کم ازکم 12 افراد ہلاک
1728,voa dataset,politics,عراقی فورسز سنی مردوں کو تشدد کا نشانہ بنا رہی ہیں ایمنسٹی
1729,voa dataset,politics,علاج کی منتظر ماریہ کو امریکی ویزہ مل گیا
1730,voa dataset,politics,عمران خان اور جانگہیر ترین کی دو نومبر کو الیکشن کمیشن میں طلبی
1731,voa dataset,politics,عمران خان ضمنی انتخاب کا معرکہ سر کرنے کراچی پہنچ گئے
1732,voa dataset,politics,عہدہٴ صدارت سے سبک دوشی کے بعد بش ’’کنارہ کش رہے ہیں‘‘
1733,voa dataset,politics,غیر اندراج شدہ افغانوں کے قیام کی مدت میں توسیع کا مطالبہ
1734,voa dataset,politics,غیر سرکاری تنظیموں کی کارگزاری کی سخت نگرانی کا مطالبہ
1735,voa dataset,politics,غیر ملکی مواد نشر کرنے پر درجنوں کیبل آپریٹرز کے خلاف کارروائی
1736,voa dataset,politics,فضائی حادثے میں کھلاڑیوں کی موت پر فٹبال کے حلقے سوگوار
1737,voa dataset,politics,فلسطینی صدر کی وزیراعظم نواز شریف سے ملاقات
1738,voa dataset,politics,فلپائن زلزلے سے کم ازکم چھ افراد ہلاک 120 سے زائد زخمی
1739,voa dataset,politics,فلپائن سمندری طوفان ساحل سے ٹکرا گیا، کم از کم چار افراد ہلاک
1740,voa dataset,politics,فلپائن نے امریکہ سے اپنی راہیں الگ کرلیں
1741,voa dataset,politics,فلپائن پولیس سے 'جھڑپ'  میں میئر ہلاک
1742,voa dataset,politics,فلپائن کے صدر چین کے دورے پر
1743,voa dataset,politics,قانون سازوں کے اثاثوں کی تفصیلات کی پڑتال کا فیصلہ
1744,voa dataset,politics,قبائلی علاقوں میں بلدیاتی انتخابات آئندہ سال
1745,voa dataset,politics,قبائلی علاقے کی  اہم دو سڑکیں عوام کے لیے کھل گئیں
1746,voa dataset,politics,قتل کے جرم پر سعودی شہزادے کو سزائے موت  دے دی گئی
1747,voa dataset,politics,قدامت پسند امریکی سیاسی کارکن فلس شلافلی انتقال کر گئی
1748,voa dataset,politics,قندوز شہر سے طالبان حملہ آور بے دخل
1749,voa dataset,politics,قندوز میں جھڑپیں، لوگوں کی نقل مکانی
1750,voa dataset,politics,قندوز میں طالبان اور افغان فورسز میں لڑائی جاری
1751,voa dataset,politics,قومی لائحہ عمل کے بعض پہلوؤں پر پیش رفت تسلی بخش نہیں
1752,voa dataset,politics,قیام امن کے بغیر وطن واپس نہیں جانا چاہتے افغان پناہ گزین
1753,voa dataset,politics,لسبیلہ چینی کان کنوں کو نکالنے کی کوششیں جاری
1754,voa dataset,politics,لشکر جھنگوی کیا ہے؟
1755,voa dataset,politics,لشکر گاہ طالبان کو بھاری جانی نقصان پہنچانے کا دعویٰ 
1756,voa dataset,politics,لشکرگاہ پر طالبان کا قبضہ نہیں ہونے دیں گے، جنرل نکولسن
1757,voa dataset,politics,لیبیا اور تارکین وطن کے بحران پر اٹلی، روس کے تعاون کا متمنی
1758,voa dataset,politics,لیبیا میں داعش کے جنگجو محدود ہو کر رہ گئے ہیں پینٹاگان
1759,voa dataset,politics,ماتمی جلسے پر فضائی حملہ ’’وحشیانہ خلاف ورزی‘‘ بان 
1760,voa dataset,politics,متحدہ کے رہنما ڈاکٹر فاروق ستار کی گرفتاری اور رہائی 
1761,voa dataset,politics,محرم کا احترام، ہندو برادری کا ’رام لیلا‘ نہ منانے کا فیصلہ
1762,voa dataset,politics,محمد زبیرعمر سندھ کے نئے گورنر ہوں گے
1763,voa dataset,politics,مدارس کی رجسٹریشن کا عمل جاری ہے وزارت داخلہ
1764,voa dataset,politics,مدر ٹریسا سینٹ کے مرتبہ پر فائز
1765,voa dataset,politics,مذہب کے بارے میں کلنٹن انتخابی مہم کے بیانات کی چھان بین  
1766,voa dataset,politics,مردان میں ضلعی کچہری پر خودکش حملہ، 12 ہلاک درجنوں زخمی 
1767,voa dataset,politics,مردم شماری آئندہ سال مارچ میں ہوگی، حکومت کا سپریم کورٹ میں جواب
1768,voa dataset,politics,مردم شماری کے بارے میں خواجہ سراؤں کے تحفظات
1769,voa dataset,politics,مزار شریف طالبان کا جرمن قونصل خانے پر حملہ
1770,voa dataset,politics,مزار شریف میں جرمن قونصل خانے پر حملہ، چار ہلاک
1771,voa dataset,politics,مسئلہ کشمیر کو اجاگر کرنا ایجنڈے پر سرفہرست ہے اعزاز چوہدری
1772,voa dataset,politics,مسافر بس دریا میں گرنے سے ’24 مسافر بہہ گئے‘
1773,voa dataset,politics,مسلح ڈرون طیاروں سے متعلق قواعد و ضوابط پر اتفاق
1774,voa dataset,politics,مسیحی برادری کی کالونی پر حملے کے سہولت کار گرفتار
1775,voa dataset,politics,مسیحی تنظیموں کی طرف سے امریکی پادری کی حراست کی مذمت
1776,voa dataset,politics,مسیحی جوڑے کو زندہ جلانے کا مقدمہ، پانچ مجرموں کو سزائے موت
1777,voa dataset,politics,مشاق اور جے ایف 17 تھنڈر طیاروں کی خرید میں قطر کی دلچسپی
1778,voa dataset,politics,مشتبہ روسی ہیکر پر امریکہ میں فرد جرم عائد
1779,voa dataset,politics,مشرقِ وسطیٰ امن عمل، کیری بدھ کو بیان دیں گے
1780,voa dataset,politics,مشرقی سرحدوں پر کشیدگی دہشتگردی کےخلاف پاکستان کی مہم کیلیے نقصان دہ 
1781,voa dataset,politics,مطالبات نہ مانے تو ’میرا نعرہ گو نواز گو ہو گا‘
1782,voa dataset,politics,مطالبات کے باوجود سرل المائڈا پر سفری پابندی برقرار
1783,voa dataset,politics,مظاہرے کے بعد انڈونیشیا کے صدر کا دورہ آسٹریلیا منسوخ
1784,voa dataset,politics,معلومات تک رسائی کے مجوزہ قانون پر تحفظات کا اظہار
1785,voa dataset,politics,مقبولیت میں کمی کی رپورٹوں کے باوجود، ٹرمپ پُرامید 
1786,voa dataset,politics,ملا منصور کی ہلاکت کے بعد طالبان کی مالی مشکلات میں اضافہ
1787,voa dataset,politics,ملائیشیا کا طیارہ روسی ساختہ میزائل لگنے سے گر کر تباہ ہوا رپورٹ
1788,voa dataset,politics,منتخب صدر ٹرمپ کی امکانی کابینہ
1789,voa dataset,politics,منیلا میں امریکی سفارتخانے کے سامنے مظاہرہ
1790,voa dataset,politics,مودی اور غنی کی نام لیے بغیر پاکستان پر تنقید
1791,voa dataset,politics,مودی اور پوتن کی گوا میں ملاقات
1792,voa dataset,politics,مودی دور میں پاک بھارت تعلقات میں بہتری کا امکان کم ہے
1793,voa dataset,politics,مودی کے بیان کے بعد چین کی طرف سے پاکستان کا دفاع
1794,voa dataset,politics,موصل اہم راستے پر عراقی فورسز کا کنٹرول
1795,voa dataset,politics,موصل داعش کے کمانڈر سرنگوں میں چھپ گئے 
1796,voa dataset,politics,موصل عراقی فوج نے جیل خانے پر داعش کا قبضہ خالی کرا لیا
1797,voa dataset,politics,موصل لڑائی میں شدت، متاثرین کو محفوظ مقامات کی تلاش
1798,voa dataset,politics,موصل میں  داعش کے جنگجو  شہریوں کو قتل کررہے ہیں
1799,voa dataset,politics,موصل کو داعش سے آزاد کروانے کے لیے کارروائی کا آغاز
1800,voa dataset,politics,موصل کی جانب پیش قدمی، کئی بستیاں داعش کے ہاتھ سے نکل گئیں
1801,voa dataset,politics,موصل کی لڑائی ،  عراق اور ترکی میں اختلاف
1802,voa dataset,politics,موصل کی لڑائی، عراق اور ترکی میں اختلاف
1803,voa dataset,politics,موصل کے قریب لڑائی میں شدت، ہزاروں افراد کی نقل مکانی
1804,voa dataset,politics,موصل کے لیے نئی امریکی فوجی کمک 
1805,voa dataset,politics,موغادیشو میں کار بم دھماکے میں دو پولیس اہل کار ہلاک
1806,voa dataset,politics,مہمند ایجنسی میں خودکش حملہ ناکام، چار دہشت گرد مارے گئے
1807,voa dataset,politics,میتھیو سمندری طوفان، کم از کم 10 افراد ہلاک
1808,voa dataset,politics,میتھیو کا خطرہ، امریکی ساحلی علاقوں سے انخلا
1809,voa dataset,politics,میری کلاس غیر قانونی طالب علموں کا محفوظ ٹھکانہ نہیں ہے
1810,voa dataset,politics,میرے شوہر 'شریف آدمی' ہیں میلانیا ٹرمپ
1811,voa dataset,politics,میڈیا قومی مفاد سے متعلق ’قیاس آرائیوں پر مبنی خبروں سے گریز کرے‘
1812,voa dataset,politics,نئے ایئر فورس ون کا ٹھیکہ منسوخ کیا جائے، ٹرمپ
1813,voa dataset,politics,نائب صدارتی امیدواروں کے درمیان مباحثہ کی تیاری
1814,voa dataset,politics,نائجیریا مدوگری میں بم دھماکہ، 8 ہلاک 15 زخمی
1815,voa dataset,politics,نائیجیریا اغوا ہونے والے لڑکیوں میں سے مزید 21 بازیاب
1816,voa dataset,politics,نائیجیریا میں پولیو وائرس کے تیسرے کیس کی تصدیق رپورٹ
1817,voa dataset,politics,نو اور دس محرم کے لئے فول پروف سیکورٹی پلان پر عمل درآمد شروع
1818,voa dataset,politics,نوازشریف اور ڈونلڈ ٹرمپ کا ٹیلی فون رابطہ کیسے ہوا؟
1819,voa dataset,politics,نویں محرم کے ماتمی جلوس کے لیے سکیورٹی انتہائی سخت
1820,voa dataset,politics,نیروبی امریکی سفارت خانے کے باہر ایک شخص ہلاک
1821,voa dataset,politics,نیوزیلینڈ 7.1 شدت کا زلزلہ
1822,voa dataset,politics,نیویارک دھماکہ، راحمی  متعدد بار پاکستان جاچکا ہے
1823,voa dataset,politics,نیویارک دھماکے کے بعد افغان نژاد امریکی برادری میں تشویش
1824,voa dataset,politics,نیویارک میں دھماکا، صدارتی امیدواروں کی گفتگو کا موضوع
1825,voa dataset,politics,نیٹو کی حمایت کا اعادہ، تنظیم کے لیے زیادہ رقوم مختص کرنے پر زور
1826,voa dataset,politics,وائس آف امریکہ سے وابستہ صحافی ترک حکام کی تحویل میں
1827,voa dataset,politics,وادی نیلم میں لوگوں کا امن مارچ
1828,voa dataset,politics,واشنگٹن مسلم یوتھ ایسو سی ایشن کا ’واک فور اے کاز‘
1829,voa dataset,politics,ورجینیا آئندہ صدر کون ہوگا، فیصلہ لوڈن کاؤنٹی کرے گی؟  
1830,voa dataset,politics,وسکانسن میں ووٹوں کی گنتی 'دوبارہ ہوگی'
1831,voa dataset,politics,وطن واپسی نے افغان پناہ گزینوں کی پریشانیاں بڑھا دیں
1832,voa dataset,politics,وطن واپسی کے لیے مناسب وقت چاہیئے افغان مہاجرین
1833,voa dataset,politics,ونڈ انرجی کاریڈور، امریکی قونصل جنرل کا دورہ
1834,voa dataset,politics,ووٹوں کی دوبارہ گنتی وسکانسن میں ہو گی، مشی گن میں نہیں
1835,voa dataset,politics,وچیرا لونگ تھائی لینڈ کے نئے بادشاہ نامزد
1836,voa dataset,politics,وکی  لیکس نے ہلری کلنٹن کی نئی ای میلز جاری کردیں
1837,voa dataset,politics,ویڈیو پاکستانی بحریہ کے جنگی بیڑے میں ایک نیا اضافہ
1838,voa dataset,politics,ویڈیو کراچی میں 9 محرم کا جلوس
1839,voa dataset,politics,ٹرمپ صدارت کے عہدے کے اہل نہیں اوباما
1840,voa dataset,politics,ٹرمپ مخالف مظاہرے جاری، متعدد مظاہرین گرفتار
1841,voa dataset,politics,ٹرمپ نواز رابطے پر پڑوسی ملکوں میں تشویش
1842,voa dataset,politics,ٹرمپ نے مزید دو عہدوں کے لیے شخصیات نامزد کر دیں
1843,voa dataset,politics,ٹرمپ کا انتخابات میں ''دھاندلی'' کا الزام
1844,voa dataset,politics,ٹرمپ کا تائیوانی صدر سے رابطہ، چین کا اعتراض
1845,voa dataset,politics,ٹرمپ کا نئے جنگی جہازوں کا منصوبہ اور مشکلات
1846,voa dataset,politics,ٹرمپ کی انتخابی مہم کے ارکان سے رابطہ رہا روس
1847,voa dataset,politics,ٹرمپ کی ری پبلیکنز پر نکتہ چینی، ’’صفر حمایت‘‘ سے بہتر نتائج نکلنا مشکل
1848,voa dataset,politics,ٹرمپ کی فتح پر امریکی مسلمانوں کی پریشانی
1849,voa dataset,politics,ٹرمپ کی ٹیم میں کون شامل ہو گا؟
1850,voa dataset,politics,ٹرمپ کے 'غیر مہذب رویے' سے متعلق مزید خواتین کا الزام
1851,voa dataset,politics,ٹرمپ کے ٹیکس گوشواروں  پر نیویارک ٹائمز کی رپورٹ 
1852,voa dataset,politics,ٹرمپ ’’خطرناک صدر‘‘ ثابت ہوں گے زید رعد الحسین 
1853,voa dataset,politics,ٹلر سن امریکی وزارت خارجہ کے مضبوط امیدار
1854,voa dataset,politics,ٹیلی فون اسکینڈل، 61 ملزمان کے خلاف الزام عائد
1855,voa dataset,politics,پابندیوں میں توسیع پر ایران کی مذمت
1856,voa dataset,politics,پابندیوں میں توسیع ہوئی تو جواب دیں گے، ایران
1857,voa dataset,politics,پارلیمان کے مشترکہ اجلاس میں شرکت نہیں کریں گے عمران خان
1858,voa dataset,politics,پالیسی کے 'برخلاف'، ٹرمپ کا تائیوان کی صدر کو فون
1859,voa dataset,politics,پاناما لیکس تحقیقات کے لیے کمیشن کے قیام پر رائے طلب
1860,voa dataset,politics,پاناما لیکس درخواستوں کی سماعت  لارجر بینچ  کرے گا
1861,voa dataset,politics,پاناما لیکس سپریم کورٹ کی طرف سے تین سوال
1862,voa dataset,politics,پاناما لیکس کے معاملے پر وزیراعظم کو نوٹس جاری
1863,voa dataset,politics,پاک افغان سرحد ایک بار پھر غیر معینہ مدت کے لیے بند
1864,voa dataset,politics,پاک بھارت تناؤ، اعلیٰ فوجی اہل کاروں کا آپس میں رابطہ محکمہ ٴخارجہ
1865,voa dataset,politics,پاک بھارت کشیدگی ، امریکہ کوئی کردار کر سکتا ہے؟
1866,voa dataset,politics,پاک بھارت کشیدگی نے فنکاروں کو بھی اپنی لپیٹ میں لے لیا 
1867,voa dataset,politics,پاک بھارت کشیدگی، پارلیمانی راہنماؤں کا اجلاس طلب
1868,voa dataset,politics,پاکستان 'افغان زیر سایہ اور افغان قیادت والی' امن کوششوں کا حامی ترجمان
1869,voa dataset,politics,پاکستان امیگریشن پابندی کی فہرست میں شامل ہو سکتا ہے
1870,voa dataset,politics,پاکستان تحریک انصاف سینیئر رکن وجیہہ الدین مستعفی
1871,voa dataset,politics,پاکستان تمام دہشت گرد گروپوں کے خلاف اقدام کرے مارک ٹونر
1872,voa dataset,politics,پاکستان حقانی نیٹ ورک کے خلاف کافی کچھ نہیں کررہا، امریکی کمانڈر
1873,voa dataset,politics,پاکستان دو کروڑ 20 لاکھ سے زائد بچے اسکولوں سے باہر
1874,voa dataset,politics,پاکستان دہشت گردی کے مقدمات میں شواہد سے متعلق قانون سازی پر غور
1875,voa dataset,politics,پاکستان میں ایڈز کے سب سے زیادہ مریض کراچی میں ہیں
1876,voa dataset,politics,پاکستان میں دہشت گردی کے واقعات میں ’نمایاں کمی‘ رپورٹ
1877,voa dataset,politics,پاکستان میں صاف توانائی کے فروغ کے لیے امریکی منصوبہ
